ano,mes,dia,trim,cb,rangocb,rangocb2,AREA,cpt,CPUE1,CPUE2,lncpue1,lncpue2,cexito,SinDatosExp,origen 
2009,6,26,2,,1,1,A,60.2,60.2,60.21,4.097672352,4.097838451,1,,
2009,11,11,4,49.9,3,2,A,23.3,23.3,23.31,3.148453361,3.148882453,1,,
2009,11,17,4,38.8,2,2,A,36,36,36.01,3.583518938,3.583796678,1,,
2009,11,19,4,38.8,2,2,A,14.7,14.7,14.71,2.687847494,2.688527535,1,,
2009,12,12,4,67,5,3,A,9.9,9.9,9.91,2.292534757,2.293544348,1,,
2009,3,30,1,57.8,4,3,B,16.5,16.5,16.51,2.803360381,2.803966258,1,,
2009,3,31,1,14,1,1,B,2.4,2.4,2.41,0.875468737,0.879626748,1,,
2009,4,13,2,53,4,3,B,58.2,58.2,58.21,4.063885355,4.064057161,1,,
2009,4,13,2,65,5,3,B,52.8,52.8,52.81,3.966511191,3.966700567,1,,
2009,4,14,2,70,5,3,B,49.8,49.8,49.81,3.908014984,3.908215767,1,,
2009,4,14,2,53,4,3,B,57,57,57.01,4.043051268,4.043226691,1,,
2009,4,14,2,65,5,3,B,44.5,44.5,44.51,3.795489189,3.795713883,1,,
2009,4,14,2,65,5,3,B,46.7,46.7,46.71,3.843744165,3.843958275,1,,
2009,4,14,2,73.5,6,4,B,45.5,45.5,45.51,3.817712326,3.817932082,1,,
2009,4,14,2,57.8,4,3,B,56.3,56.3,56.31,4.030694535,4.030872139,1,,
2009,4,15,2,57.8,4,3,B,58.8,58.8,58.81,4.074141855,4.074311908,1,,
2009,4,16,2,57.8,4,3,B,54,54,54.01,3.988984047,3.989169215,1,,
2009,4,16,2,79.2,6,4,B,55.8,55.8,55.81,4.021773869,4.021953065,1,,
2009,4,16,2,,1,1,B,51,51,51.01,3.931825633,3.932021692,1,,
2009,4,18,2,50.5,4,3,B,43.1,43.1,43.11,3.763522997,3.763754989,1,,
2009,4,21,2,57.8,4,3,B,56.4,56.4,56.41,4.032469159,4.032646448,1,,
2009,3,3,1,50.5,4,3,B,,0,0.01,,-4.605170186,0,,
2009,3,7,1,65,5,3,B,,0,0.01,,-4.605170186,0,,
2009,3,7,1,73.5,6,4,B,2.1,2.1,2.11,0.741937345,0.746687947,1,,
2009,3,18,1,56,4,3,B,,0,0.01,,-4.605170186,0,,
2009,3,24,1,53,4,3,B,3.4,3.4,3.41,1.223775432,1.226712291,1,,
2009,3,25,1,53,4,3,B,0.8,0.8,0.81,-0.223143551,-0.210721031,1,,
2009,4,14,2,38.8,2,2,B,33.6,33.6,33.61,3.514526067,3.514823642,1,,
2009,4,14,2,67,5,3,B,34.6,34.6,34.61,3.543853682,3.544142658,1,,
2009,4,17,2,57,4,3,B,24.5,24.5,24.51,3.198673118,3.199081198,1,,
2009,4,17,2,67,5,3,B,46,46,46.01,3.828641396,3.828858764,1,,
2009,12,24,4,65,5,3,B,3,3,3.01,1.098612289,1.101940079,1,,
2009,12,29,4,65,5,3,B,29.1,29.1,29.11,3.370738174,3.371081758,1,,
2009,12,29,4,49.9,3,2,B,35.2,35.2,35.21,3.561046083,3.561330133,1,,
2009,12,30,4,,1,1,B,41.4,41.4,41.41,3.723280881,3.723522398,1,,
2009,12,30,4,38.8,2,2,B,40.3,40.3,40.31,3.696351469,3.696599577,1,,
2009,12,30,4,65,5,3,B,38,38,38.01,3.63758616,3.637849283,1,,
2009,12,30,4,80,6,4,B,40,40,40.01,3.688879454,3.689129423,1,,
2009,12,30,4,67,5,3,B,17.5,17.5,17.51,2.862200881,2.862772146,1,,
2009,12,30,4,75.9,6,4,B,33.3,33.3,33.31,3.505557397,3.505857652,1,,
2009,12,30,4,50.5,4,3,B,8,8,8.01,2.079441542,2.080690761,1,,
2009,3,2,1,66,5,3,A,0.2,0.2,0.21,-1.609437912,-1.560647748,1,,
2009,4,13,2,70,5,3,A,53.9,53.9,53.91,3.987130478,3.987315989,1,,
2009,4,14,2,56,4,3,A,37.2,37.2,37.21,3.616308761,3.616577542,1,,
2009,4,14,2,79,6,4,A,44.6,44.6,44.61,3.797733859,3.797958049,1,,
2009,4,15,2,56,4,3,A,44,44,44.01,3.784189634,3.784416881,1,,
2009,4,17,2,56,4,3,A,40.9,40.9,40.91,3.711130063,3.711374532,1,,
2009,4,18,2,56,4,3,A,38,38,38.01,3.63758616,3.637849283,1,,
2009,4,18,2,65,5,3,A,33.6,33.6,33.61,3.514526067,3.514823642,1,,
2009,4,18,2,79.2,6,4,A,52.3,52.3,52.31,3.956996371,3.957187557,1,,
2009,4,18,2,49.9,3,2,A,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,4,21,2,56,4,3,A,41.4,41.4,41.41,3.723280881,3.723522398,1,,
2009,4,21,2,65,5,3,A,57,57,57.01,4.043051268,4.043226691,1,,
2009,4,22,2,56,4,3,A,18.9,18.9,18.91,2.939161922,2.939690883,1,,
2009,4,25,2,79,6,4,A,50.6,50.6,50.61,3.923951576,3.924149185,1,,
2009,4,28,2,80,6,4,A,69.6,69.6,69.61,4.242764567,4.242908235,1,,
2009,4,29,2,65,5,3,A,24,24,24.01,3.17805383,3.17847041,1,,
2009,4,29,2,80,6,4,A,77,77,77.01,4.343805422,4.343935284,1,,
2009,4,29,2,80,6,4,A,76.4,76.4,76.41,4.335982696,4.336113578,1,,
2009,4,29,2,67,5,3,A,36.9,36.9,36.91,3.608211551,3.608482517,1,,
2009,5,6,2,80,6,4,A,77,77,77.01,4.343805422,4.343935284,1,,
2009,5,6,2,76,6,4,A,70,70,70.01,4.248495242,4.248638089,1,,
2009,5,13,2,67,5,3,A,19.6,19.6,19.61,2.975529566,2.97603964,1,,
2009,5,27,2,56,4,3,A,39.9,39.9,39.91,3.686376324,3.686626919,1,,
2009,5,30,2,38,2,2,A,33.6,33.6,33.61,3.514526067,3.514823642,1,,
2009,5,30,2,38.8,2,2,A,43.7,43.7,43.71,3.777348102,3.777576909,1,,
2009,6,1,2,67,5,3,A,40.7,40.7,40.71,3.706228092,3.706473763,1,,
2009,6,1,2,49.9,3,2,A,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,6,1,2,49.9,3,2,A,37.6,37.6,37.61,3.62700405,3.627269972,1,,
2009,6,2,2,49.9,3,2,A,48,48,48.01,3.871201011,3.871409323,1,,
2009,6,3,2,49.9,3,2,A,48,48,48.01,3.871201011,3.871409323,1,,
2009,6,4,2,49.9,3,2,A,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,6,5,2,79,6,4,A,48,48,48.01,3.871201011,3.871409323,1,,
2009,6,6,2,80,6,4,A,27,27,27.01,3.295836866,3.296207168,1,,
2009,6,8,2,80,6,4,A,72.8,72.8,72.81,4.287715955,4.287853308,1,,
2009,6,9,2,80,6,4,A,66.8,66.8,66.81,4.201703081,4.20185277,1,,
2009,6,9,2,31.7,2,2,A,3.8,3.8,3.81,1.335001067,1.337629189,1,,
2009,6,10,2,65,5,3,A,43.6,43.6,43.61,3.77505715,3.775286482,1,,
2009,6,10,2,67,5,3,A,35.7,35.7,35.71,3.575150689,3.575430762,1,,
2009,6,13,2,75.9,6,4,A,51.3,51.3,51.31,3.937690752,3.937885665,1,,
2009,6,18,2,75.9,6,4,A,40.5,40.5,40.51,3.701301974,3.701548857,1,,
2009,6,23,2,53.4,4,3,A,51.3,51.3,51.31,3.937690752,3.937885665,1,,
2009,6,23,2,49.9,3,2,A,47,47,47.01,3.850147602,3.850360345,1,,
2009,6,24,2,65,5,3,A,23.5,23.5,23.51,3.157000421,3.157425863,1,,
2009,6,24,2,,1,1,A,5,5,5.01,1.609437912,1.611435915,1,,
2009,6,24,2,79.2,6,4,A,57,57,57.01,4.043051268,4.043226691,1,,
2009,6,24,2,75.9,6,4,A,38,38,38.01,3.63758616,3.637849283,1,,
2009,6,24,2,49.9,3,2,A,14.1,14.1,14.11,2.646174797,2.646883766,1,,
2009,6,25,2,65,5,3,A,28.8,28.8,28.81,3.360375387,3.360722549,1,,
2009,6,25,2,57,4,3,A,27.5,27.5,27.51,3.314186005,3.314549575,1,,
2009,6,25,2,,1,1,A,42,42,42.01,3.737669618,3.737907685,1,,
2009,6,25,2,80,6,4,A,55,55,55.01,4.007333185,4.007514987,1,,
2009,6,25,2,50.5,4,3,A,41.4,41.4,41.41,3.723280881,3.723522398,1,,
2009,6,25,2,49.9,3,2,A,38,38,38.01,3.63758616,3.637849283,1,,
2009,6,26,2,57,4,3,A,30.4,30.4,30.41,3.414442608,3.414771502,1,,
2009,6,26,2,80,6,4,A,47,47,47.01,3.850147602,3.850360345,1,,
2009,6,26,2,50.5,4,3,A,39.6,39.6,39.61,3.678829118,3.679081612,1,,
2009,6,27,2,49.9,3,2,A,6.6,6.6,6.61,1.887069649,1.888583654,1,,
2009,7,9,3,53,4,3,A,2.9,2.9,2.91,1.064710737,1.068153081,1,,
2009,7,11,3,67,5,3,A,23.8,23.8,23.81,3.169685581,3.17010566,1,,
2009,7,11,3,75.9,6,4,A,50.8,50.8,50.81,3.927896355,3.928093186,1,,
2009,7,14,3,,1,1,A,32.6,32.6,32.61,3.484312288,3.48461899,1,,
2009,7,14,3,80,6,4,A,20,20,20.01,2.995732274,2.996232149,1,,
2009,7,14,3,75.9,6,4,A,28.5,28.5,28.51,3.349904087,3.350254903,1,,
2009,7,14,3,50.5,4,3,A,28.5,28.5,28.51,3.349904087,3.350254903,1,,
2009,7,14,3,49.9,3,2,A,19,19,19.01,2.944438979,2.944965157,1,,
2009,7,14,3,49.9,3,2,A,18.8,18.8,18.81,2.93385687,2.934388643,1,,
2009,7,17,3,,1,1,A,58.9,58.9,58.91,4.075841091,4.076010856,1,,
2009,7,24,3,,1,1,A,17.1,17.1,17.11,2.839078464,2.839663088,1,,
2009,7,25,3,,1,1,A,23.5,23.5,23.51,3.157000421,3.157425863,1,,
2009,7,25,3,80,6,4,A,23.3,23.3,23.31,3.148453361,3.148882453,1,,
2009,7,25,3,80,6,4,A,18.4,18.4,18.41,2.912350665,2.912893995,1,,
2009,7,25,3,75.9,6,4,A,37.6,37.6,37.61,3.62700405,3.627269972,1,,
2009,7,27,3,80,6,4,A,18,18,18.01,2.890371758,2.890927159,1,,
2009,7,27,3,,1,1,A,55.9,55.9,55.91,4.02356438,4.023743255,1,,
2009,7,27,3,75.9,6,4,A,18.8,18.8,18.81,2.93385687,2.934388643,1,,
2009,7,29,3,,1,1,A,61.1,61.1,61.11,4.112511866,4.112675519,1,,
2009,7,30,3,,1,1,A,32,32,32.01,3.465735903,3.466048354,1,,
2009,7,31,3,53,4,3,A,28.8,28.8,28.81,3.360375387,3.360722549,1,,
2009,7,31,3,80,6,4,A,51.3,51.3,51.31,3.937690752,3.937885665,1,,
2009,7,31,3,80,6,4,A,55,55,55.01,4.007333185,4.007514987,1,,
2009,8,17,3,57,4,3,A,32.6,32.6,32.61,3.484312288,3.48461899,1,,
2009,8,19,3,50.5,4,3,A,38.2,38.2,38.21,3.642835516,3.643097261,1,,
2009,8,28,3,,1,1,A,4.8,4.8,4.81,1.568615918,1.570697084,1,,
2009,11,12,4,53,4,3,A,29.4,29.4,29.41,3.380994674,3.381334753,1,,
2009,3,11,1,57,4,3,B,15,15,15.01,2.708050201,2.708716646,1,,
2009,3,12,1,70,5,3,B,58,58,58.01,4.060443011,4.060615409,1,,
2009,3,14,1,57,4,3,B,3,3,3.01,1.098612289,1.101940079,1,,
2009,3,16,1,57,4,3,B,,0,0.01,,-4.605170186,0,,
2009,3,31,1,67,5,3,B,8,8,8.01,2.079441542,2.080690761,1,,
2009,3,7,1,38.8,2,2,B,30,30,30.01,3.401197382,3.401530659,1,,
2009,3,7,1,80,6,4,B,2.4,2.4,2.41,0.875468737,0.879626748,1,,
2009,3,9,1,67,5,3,B,,0,0.01,,-4.605170186,0,,
2009,3,25,1,65,5,3,B,,0,0.01,,-4.605170186,0,,
2009,4,14,2,38.8,2,2,B,9.9,9.9,9.91,2.292534757,2.293544348,1,,
2009,4,15,2,70,5,3,B,58.2,58.2,58.21,4.063885355,4.064057161,1,,
2009,4,15,2,53,4,3,B,49.5,49.5,49.51,3.90197267,3.902174669,1,,
2009,4,15,2,38,2,2,B,46,46,46.01,3.828641396,3.828858764,1,,
2009,4,15,2,38.8,2,2,B,38.8,38.8,38.81,3.658420247,3.658677945,1,,
2009,4,15,2,65,5,3,B,63.1,63.1,63.11,4.14472077,4.144879236,1,,
2009,4,15,2,79.8,6,4,B,61.8,61.8,61.81,4.123903364,4.124065164,1,,
2009,4,15,2,65,5,3,B,41.4,41.4,41.41,3.723280881,3.723522398,1,,
2009,4,15,2,73.5,6,4,B,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,4,15,2,67,5,3,B,41.2,41.2,41.21,3.718438256,3.718680945,1,,
2009,4,15,2,66,5,3,B,55.2,55.2,55.21,4.010962953,4.011144096,1,,
2009,4,15,2,70,5,3,B,47,47,47.01,3.850147602,3.850360345,1,,
2009,4,15,2,,1,1,B,46.5,46.5,46.51,3.839452313,3.839667343,1,,
2009,4,15,2,75.9,6,4,B,57.6,57.6,57.61,4.053522568,4.053696164,1,,
2009,4,15,2,50.5,4,3,B,44,44,44.01,3.784189634,3.784416881,1,,
2009,4,15,2,31.7,2,2,B,9.6,9.6,9.61,2.261763098,2.262804223,1,,
2009,4,15,2,49.9,3,2,B,48.5,48.5,48.51,3.881563798,3.881769962,1,,
2009,4,15,2,49.9,3,2,B,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,4,15,2,14,1,1,B,5.7,5.7,5.71,1.740466175,1.742219024,1,,
2009,4,16,2,35,2,2,B,23.3,23.3,23.31,3.148453361,3.148882453,1,,
2009,4,16,2,70,5,3,B,57.6,57.6,57.61,4.053522568,4.053696164,1,,
2009,4,16,2,53,4,3,B,56.8,56.8,56.81,4.039536326,4.039712367,1,,
2009,4,16,2,38,2,2,B,41.4,41.4,41.41,3.723280881,3.723522398,1,,
2009,4,16,2,38.8,2,2,B,49.5,49.5,49.51,3.90197267,3.902174669,1,,
2009,4,16,2,56,4,3,B,38.7,38.7,38.71,3.6558396,3.656097965,1,,
2009,4,16,2,65,5,3,B,64.4,64.4,64.41,4.165113633,4.165268901,1,,
2009,4,16,2,65,5,3,B,43.2,43.2,43.21,3.765840495,3.76607195,1,,
2009,4,16,2,57,4,3,B,19,19,19.01,2.944438979,2.944965157,1,,
2009,4,16,2,79.8,6,4,B,59.4,59.4,59.41,4.084294226,4.084462562,1,,
2009,4,16,2,65,5,3,B,49,49,49.01,3.891820298,3.892024359,1,,
2009,4,16,2,67,5,3,B,49,49,49.01,3.891820298,3.892024359,1,,
2009,4,16,2,70,5,3,B,51.2,51.2,51.21,3.935739532,3.935934825,1,,
2009,4,16,2,50.5,4,3,B,40,40,40.01,3.688879454,3.689129423,1,,
2009,4,16,2,31.7,2,2,B,8,8,8.01,2.079441542,2.080690761,1,,
2009,4,16,2,49.9,3,2,B,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,4,16,2,49.9,3,2,B,46.5,46.5,46.51,3.839452313,3.839667343,1,,
2009,4,16,2,14,1,1,B,5.6,5.6,5.61,1.722766598,1.72455072,1,,
2009,4,17,2,70,5,3,B,28.8,28.8,28.81,3.360375387,3.360722549,1,,
2009,4,17,2,38.8,2,2,B,19,19,19.01,2.944438979,2.944965157,1,,
2009,4,17,2,50.5,4,3,B,43.6,43.6,43.61,3.77505715,3.775286482,1,,
2009,4,17,2,31.7,2,2,B,6,6,6.01,1.791759469,1.793424749,1,,
2009,4,17,2,49.9,3,2,B,48.5,48.5,48.51,3.881563798,3.881769962,1,,
2009,4,17,2,49.9,3,2,B,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,4,17,2,14,1,1,B,6.1,6.1,6.11,1.808288771,1.809926773,1,,
2009,4,18,2,70,5,3,B,50.6,50.6,50.61,3.923951576,3.924149185,1,,
2009,4,18,2,53,4,3,B,27.9,27.9,27.91,3.328626689,3.328985048,1,,
2009,4,18,2,38,2,2,B,38.8,38.8,38.81,3.658420247,3.658677945,1,,
2009,4,18,2,38.8,2,2,B,32.2,32.2,32.21,3.471966453,3.472276963,1,,
2009,4,18,2,65,5,3,B,51.7,51.7,51.71,3.945457782,3.945651186,1,,
2009,4,18,2,79,6,4,B,46.5,46.5,46.51,3.839452313,3.839667343,1,,
2009,4,18,2,79.8,6,4,B,47,47,47.01,3.850147602,3.850360345,1,,
2009,4,18,2,31.7,2,2,B,6,6,6.01,1.791759469,1.793424749,1,,
2009,4,18,2,14,1,1,B,4.8,4.8,4.81,1.568615918,1.570697084,1,,
2009,4,20,2,73.5,6,4,B,37.2,37.2,37.21,3.616308761,3.616577542,1,,
2009,4,20,2,57.8,4,3,B,46.5,46.5,46.51,3.839452313,3.839667343,1,,
2009,4,20,2,50.5,4,3,B,43.1,43.1,43.11,3.763522997,3.763754989,1,,
2009,4,20,2,31.7,2,2,B,4.9,4.9,4.91,1.589235205,1.591273942,1,,
2009,4,20,2,49.9,3,2,B,49,49,49.01,3.891820298,3.892024359,1,,
2009,4,21,2,38.8,2,2,B,36.5,36.5,36.51,3.597312261,3.597586196,1,,
2009,4,21,2,49.9,3,2,B,45.5,45.5,45.51,3.817712326,3.817932082,1,,
2009,4,21,2,14,1,1,B,5.6,5.6,5.61,1.722766598,1.72455072,1,,
2009,4,27,2,50.5,4,3,B,38.7,38.7,38.71,3.6558396,3.656097965,1,,
2009,4,27,2,14,1,1,B,4.9,4.9,4.91,1.589235205,1.591273942,1,,
2009,4,28,2,67,5,3,B,42.7,42.7,42.71,3.75419892,3.754433085,1,,
2009,4,30,2,67,5,3,B,31,31,31.01,3.433987204,3.434309733,1,,
2009,5,5,2,38,2,2,B,38.8,38.8,38.81,3.658420247,3.658677945,1,,
2009,5,6,2,38,2,2,B,38.8,38.8,38.81,3.658420247,3.658677945,1,,
2009,6,1,2,50.5,4,3,B,43.1,43.1,43.11,3.763522997,3.763754989,1,,
2009,6,10,2,38,2,2,B,39.2,39.2,39.21,3.668676747,3.668931816,1,,
2009,6,10,2,73.5,6,4,B,44.1,44.1,44.11,3.786459782,3.786686514,1,,
2009,6,23,2,50.5,4,3,B,42.2,42.2,42.21,3.742420221,3.74265716,1,,
2009,6,24,2,65,5,3,B,37.6,37.6,37.61,3.62700405,3.627269972,1,,
2009,7,6,3,49.9,3,2,B,9.7,9.7,9.71,2.272125886,2.273156282,1,,
2009,7,8,3,50.5,4,3,B,38,38,38.01,3.63758616,3.637849283,1,,
2009,7,11,3,65,5,3,B,10.1,10.1,10.11,2.312535424,2.313525033,1,,
2009,7,11,3,50.5,4,3,B,42.7,42.7,42.71,3.75419892,3.754433085,1,,
2009,7,14,3,38.8,2,2,B,34.3,34.3,34.31,3.535145354,3.535436857,1,,
2009,7,14,3,65,5,3,B,0.3,0.3,0.31,-1.203972804,-1.171182982,1,,
2009,7,17,3,50.5,4,3,B,28.5,28.5,28.51,3.349904087,3.350254903,1,,
2009,7,17,3,49.9,3,2,B,45,45,45.01,3.80666249,3.806884687,1,,
2009,7,18,3,35,2,2,B,4.8,4.8,4.81,1.568615918,1.570697084,1,,
2009,7,18,3,50.5,4,3,B,17.1,17.1,17.11,2.839078464,2.839663088,1,,
2009,7,20,3,50.5,4,3,B,14.1,14.1,14.11,2.646174797,2.646883766,1,,
2009,7,24,3,35,2,2,B,23.8,23.8,23.81,3.169685581,3.17010566,1,,
2009,7,24,3,53,4,3,B,6.9,6.9,6.91,1.931521412,1.932969638,1,,
2009,7,24,3,38.8,2,2,B,19.6,19.6,19.61,2.975529566,2.97603964,1,,
2009,7,24,3,65,5,3,B,24.3,24.3,24.31,3.19047635,3.190887788,1,,
2009,7,24,3,67,5,3,B,39.6,39.6,39.61,3.678829118,3.679081612,1,,
2009,7,24,3,70,5,3,B,5.9,5.9,5.91,1.774952351,1.776645831,1,,
2009,7,24,3,50.5,4,3,B,41.4,41.4,41.41,3.723280881,3.723522398,1,,
2009,7,24,3,49.9,3,2,B,19,19,19.01,2.944438979,2.944965157,1,,
2009,7,25,3,35,2,2,B,11.5,11.5,11.51,2.442347035,2.443216223,1,,
2009,7,25,3,70,5,3,B,17.3,17.3,17.31,2.850706502,2.851284369,1,,
2009,7,25,3,50.5,4,3,B,14.6,14.6,14.61,2.681021529,2.681706226,1,,
2009,7,25,3,49.9,3,2,B,37.2,37.2,37.21,3.616308761,3.616577542,1,,
2009,7,27,3,65,5,3,B,14.6,14.6,14.61,2.681021529,2.681706226,1,,
2009,7,27,3,50.5,4,3,B,40.9,40.9,40.91,3.711130063,3.711374532,1,,
2009,7,27,3,49.9,3,2,B,47.5,47.5,47.51,3.860729711,3.860940215,1,,
2009,7,29,3,38.8,2,2,B,28.8,28.8,28.81,3.360375387,3.360722549,1,,
2009,7,29,3,65,5,3,B,15.3,15.3,15.31,2.727852828,2.72850621,1,,
2009,7,29,3,49.9,3,2,B,38.4,38.4,38.41,3.64805746,3.648317842,1,,
2009,7,31,3,38.8,2,2,B,1,1,1.01,0,0.009950331,1,,
2009,8,19,3,49.9,3,2,B,19.6,19.6,19.61,2.975529566,2.97603964,1,,
2009,8,20,3,50.5,4,3,B,22.3,22.3,22.31,3.104586678,3.105035008,1,,
2009,8,27,3,53,4,3,B,25.8,25.8,25.81,3.250374492,3.250762014,1,,
2009,8,27,3,,1,1,B,7.7,7.7,7.71,2.041220329,2.042518188,1,,
2009,8,27,3,65,5,3,B,41.8,41.8,41.81,3.73289634,3.733135545,1,,
2009,8,27,3,49.9,3,2,B,46.5,46.5,46.51,3.839452313,3.839667343,1,,
2009,8,27,3,49.9,3,2,B,47,47,47.01,3.850147602,3.850360345,1,,
2009,11,9,4,65,5,3,B,24.5,24.5,24.51,3.198673118,3.199081198,1,,
2009,11,17,4,,1,1,B,24,24,24.01,3.17805383,3.17847041,1,,
2009,12,18,4,,1,1,B,50,50,50.01,3.912023005,3.912222985,1,,
2009,12,19,4,50.5,4,3,B,23.8,23.8,23.81,3.169685581,3.17010566,1,,
2009,12,28,4,,1,1,B,27.9,27.9,27.91,3.328626689,3.328985048,1,,
2009,12,28,4,65,5,3,B,55,55,55.01,4.007333185,4.007514987,1,,
2009,12,28,4,67,5,3,B,45.5,45.5,45.51,3.817712326,3.817932082,1,,
2009,3,2,1,53,4,3,B,36,36,36.01,3.583518938,3.583796678,1,,
2009,3,2,1,57.8,4,3,B,9.2,9.2,9.21,2.219203484,2.22028985,1,,
2009,3,7,1,38.8,2,2,B,0.4,0.4,0.41,-0.916290732,-0.891598119,1,,
2009,3,17,1,38,2,2,B,3.2,3.2,3.21,1.16315081,1.166270937,1,,
2009,3,19,1,57,4,3,B,4.6,4.6,4.61,1.526056303,1.528227857,1,,
2009,3,31,1,73.5,6,4,B,1.8,1.8,1.81,0.587786665,0.593326845,1,,
2009,3,31,1,53.4,4,3,B,2,2,2.01,0.693147181,0.698134722,1,,
2009,4,8,2,65,5,3,B,1.3,1.3,1.31,0.262364264,0.270027137,1,,
2009,12,22,4,53,4,3,B,40,40,40.01,3.688879454,3.689129423,1,,
2009,12,23,4,49.9,3,2,B,37.4,37.4,37.41,3.621670704,3.621938048,1,,
2009,12,24,4,65,5,3,B,36.9,36.9,36.91,3.608211551,3.608482517,1,,
2009,12,28,4,50.5,4,3,B,9.5,9.5,9.51,2.251291799,2.252343877,1,,
2009,12,30,4,,1,1,B,30,30,30.01,3.401197382,3.401530659,1,,
2009,12,30,4,80,6,4,B,30,30,30.01,3.401197382,3.401530659,1,,
2009,5,30,2,49.9,3,2,B,48.5,48.5,48.51,3.881563798,3.881769962,1,,
2009,4,13,2,79,6,4,B,38,38,38.01,3.63758616,3.637849283,1,,
2009,4,22,2,57,4,3,B,25.1,25.1,25.11,3.222867846,3.223266173,1,,
2009,3,6,1,50.5,4,3,A,13.6,13.6,13.61,2.610069793,2.610804817,1,,
2009,3,6,1,53.4,4,3,A,34,34,34.01,3.526360525,3.526654599,1,,
2009,3,7,1,50.5,4,3,A,42,42,42.01,3.737669618,3.737907685,1,,
2009,3,31,1,79.2,6,4,A,58.2,58.2,58.21,4.063885355,4.064057161,1,,
2009,4,1,2,79.2,6,4,A,58.8,58.8,58.81,4.074141855,4.074311908,1,,
2009,4,7,2,70,5,3,A,24.5,24.5,24.51,3.198673118,3.199081198,1,,
2009,4,13,2,38,2,2,A,39.1,39.1,39.11,3.666122467,3.666378189,1,,
2009,4,13,2,73.5,6,4,A,48,48,48.01,3.871201011,3.871409323,1,,
2009,4,13,2,50.5,4,3,A,41.2,41.2,41.21,3.718438256,3.718680945,1,,
2009,4,14,2,35,2,2,A,24,24,24.01,3.17805383,3.17847041,1,,
2009,4,14,2,38,2,2,A,35.7,35.7,35.71,3.575150689,3.575430762,1,,
2009,4,14,2,70,5,3,A,54.5,54.5,54.51,3.998200702,3.998384171,1,,
2009,4,14,2,50.5,4,3,A,43.1,43.1,43.11,3.763522997,3.763754989,1,,
2009,4,14,2,53.4,4,3,A,23.3,23.3,23.31,3.148453361,3.148882453,1,,
2009,4,15,2,38.8,2,2,A,14.9,14.9,14.91,2.701361213,2.702032129,1,,
2009,4,22,2,50.5,4,3,A,39.6,39.6,39.61,3.678829118,3.679081612,1,,
2009,4,24,2,35,2,2,A,19.4,19.4,19.41,2.965273066,2.965788397,1,,
2009,4,24,2,70,5,3,A,48.5,48.5,48.51,3.881563798,3.881769962,1,,
2009,4,24,2,53,4,3,A,48,48,48.01,3.871201011,3.871409323,1,,
2009,4,24,2,38.8,2,2,A,40.3,40.3,40.31,3.696351469,3.696599577,1,,
2009,4,24,2,56,4,3,A,47,47,47.01,3.850147602,3.850360345,1,,
2009,4,24,2,65,5,3,A,51.8,51.8,51.81,3.947390149,3.947583181,1,,
2009,4,24,2,65,5,3,A,50,50,50.01,3.912023005,3.912222985,1,,
2009,4,24,2,79,6,4,A,55.7,55.7,55.71,4.019980147,4.020159664,1,,
2009,4,24,2,80,6,4,A,64.7,64.7,64.71,4.169761202,4.169915749,1,,
2009,4,24,2,73.5,6,4,A,44.6,44.6,44.61,3.797733859,3.797958049,1,,
2009,4,24,2,79.2,6,4,A,55.8,55.8,55.81,4.021773869,4.021953065,1,,
2009,4,24,2,66,5,3,A,39.2,39.2,39.21,3.668676747,3.668931816,1,,
2009,4,24,2,70,5,3,A,58.2,58.2,58.21,4.063885355,4.064057161,1,,
2009,4,24,2,75.9,6,4,A,52.8,52.8,52.81,3.966511191,3.966700567,1,,
2009,4,24,2,50.5,4,3,A,37.4,37.4,37.41,3.621670704,3.621938048,1,,
2009,4,24,2,31.7,2,2,A,4.8,4.8,4.81,1.568615918,1.570697084,1,,
2009,4,24,2,49.9,3,2,A,37,37,37.01,3.610917913,3.611188146,1,,
2009,4,24,2,49.9,3,2,A,39,39,39.01,3.663561646,3.663818024,1,,
2009,4,25,2,35,2,2,A,23,23,23.01,3.135494216,3.135928904,1,,
2009,4,25,2,70,5,3,A,48.5,48.5,48.51,3.881563798,3.881769962,1,,
2009,4,25,2,53,4,3,A,58.2,58.2,58.21,4.063885355,4.064057161,1,,
2009,4,25,2,38,2,2,A,44.6,44.6,44.61,3.797733859,3.797958049,1,,
2009,4,25,2,38.8,2,2,A,37.6,37.6,37.61,3.62700405,3.627269972,1,,
2009,4,25,2,65,5,3,A,50.4,50.4,50.41,3.919991175,3.920189568,1,,
2009,4,25,2,65,5,3,A,49,49,49.01,3.891820298,3.892024359,1,,
2009,4,25,2,65,5,3,A,43.6,43.6,43.61,3.77505715,3.775286482,1,,
2009,4,25,2,73.5,6,4,A,46.5,46.5,46.51,3.839452313,3.839667343,1,,
2009,4,25,2,79.2,6,4,A,58.2,58.2,58.21,4.063885355,4.064057161,1,,
