0.134168	0.1645	0.195641	0.223183	0.240618	0.240369	0.216654	0.169946	0.110395	0.0554137	0.0194862	0.00416695	0.000439813	1.67E-05	1.40E-07	1.17E-10	2.55E-15	1.36E-22	3.49E-27	3.86E-27	5.57E-27	5.11E-27	1.42E-26	4.19E-26	1.96E-17	0	0	0	0	0
0.0750033	0.0992286	0.129423	0.165165	0.204145	0.24104	0.266815	0.269826	0.240495	0.179602	0.10454	0.0426896	0.0104595	0.00121185	4.57E-05	3.06E-07	1.31E-10	5.67E-16	7.72E-25	3.89E-27	5.57E-27	5.11E-27	1.42E-26	4.19E-26	1.96E-17	0	0	0	0	0
0.0325074	0.045387	0.0633019	0.0877984	0.120345	0.161605	0.210034	0.259721	0.298265	0.30728	0.270084	0.188083	0.0928511	0.0273838	0.00368022	0.000144668	7.81E-07	1.48E-10	7.35E-17	4.37E-27	5.60E-27	5.12E-27	1.42E-26	4.19E-26	1.96E-17	0	0	0	0	0
0.0109233	0.0157416	0.0228915	0.0335247	0.0492938	0.0724399	0.105682	0.15156	0.210589	0.277519	0.336023	0.356372	0.307677	0.192841	0.0730009	0.0123013	0.00054486	2.43E-06	1.73E-10	3.65E-18	5.72E-27	5.13E-27	1.42E-26	4.19E-26	1.96E-17	0	0	0	0	0
0.00284577	0.0041399	0.0061205	0.00919503	0.0140293	0.0217098	0.03399	0.0536181	0.0846461	0.132306	0.201325	0.29039	0.380571	0.423214	0.356768	0.18828	0.0444167	0.00250657	1.01E-05	1.95E-10	4.49E-20	5.17E-27	1.42E-26	4.20E-26	1.96E-17	0	0	0	0	0
0.0005748	0.000825567	0.00120991	0.00181155	0.00277431	0.00435002	0.00698769	0.0114998	0.0193694	0.0332968	0.0580873	0.101762	0.175715	0.289454	0.429581	0.518713	0.42287	0.162546	0.014529	5.79E-05	2.83E-10	1.22E-23	1.43E-26	4.20E-26	1.96E-17	0	0	0	0	0
9.00E-05	0.000124835	0.000176835	0.000256365	0.0003812	0.000582749	0.000918231	0.00149528	0.00252327	0.0044234	0.00807091	0.015336	0.0302841	0.0616958	0.127441	0.25723	0.470184	0.662499	0.518186	0.0948781	0.000711393	2.60E-10	1.49E-26	4.20E-26	1.96E-17	0	0	0	0	0
1.09E-05	1.43E-05	1.91E-05	2.61E-05	3.64E-05	5.22E-05	7.71E-05	0.000117871	0.000187133	0.0003102	0.000540034	0.000993953	0.00194829	0.00409817	0.00931478	0.0229607	0.061056	0.169711	0.457285	0.861711	0.713602	0.0112591	7.25E-10	4.23E-26	1.96E-17	0	0	0	0	0
1.03E-06	1.24E-06	1.53E-06	1.90E-06	2.41E-06	3.13E-06	4.14E-06	5.63E-06	7.90E-06	1.15E-05	1.74E-05	2.77E-05	4.68E-05	8.48E-05	0.000167741	0.00036891	0.000925951	0.00273244	0.00998477	0.0433406	0.285641	0.988565	0.994861	2.14E-09	1.96E-17	0	0	0	0	0
7.51E-08	8.20E-08	9.02E-08	9.98E-08	1.11E-07	1.25E-07	1.42E-07	1.63E-07	1.90E-07	2.24E-07	2.70E-07	3.32E-07	4.19E-07	5.47E-07	7.44E-07	1.07E-06	1.64E-06	2.77E-06	5.39E-06	1.21E-05	4.56E-05	0.000176236	0.00513924	1	1	0	0	0	0	0
4.25E-09	4.10E-09	3.94E-09	3.76E-09	3.56E-09	3.35E-09	3.12E-09	2.87E-09	2.60E-09	2.31E-09	2.02E-09	1.71E-09	1.40E-09	1.10E-09	8.14E-10	5.55E-10	3.39E-10	1.76E-10	7.21E-11	1.86E-11	2.91E-12	6.38E-14	9.99E-17	1.25E-25	1.96E-17	1	0	0	0	0
1.86E-10	1.55E-10	1.27E-10	1.02E-10	7.93E-11	5.99E-11	4.37E-11	3.05E-11	2.02E-11	1.26E-11	7.26E-12	3.80E-12	1.75E-12	6.89E-13	2.19E-13	5.20E-14	8.20E-15	7.03E-16	2.39E-17	1.59E-19	7.40E-23	5.54E-27	1.44E-26	4.21E-26	1.96E-17	0	1	0	0	0
6.34E-12	4.47E-12	3.04E-12	1.98E-12	1.23E-12	7.17E-13	3.92E-13	1.97E-13	8.98E-14	3.62E-14	1.26E-14	3.62E-15	8.17E-16	1.35E-16	1.45E-17	8.78E-19	2.31E-20	1.77E-22	1.95E-25	4.09E-27	5.66E-27	5.15E-27	1.43E-26	4.20E-26	1.96E-17	0	0	1	0	0
1.67E-13	9.74E-14	5.36E-14	2.76E-14	1.32E-14	5.74E-15	2.24E-15	7.71E-16	2.27E-16	5.50E-17	1.05E-17	1.48E-18	1.42E-19	8.19E-21	2.38E-22	2.66E-24	7.62E-27	3.08E-27	3.48E-27	3.88E-27	5.59E-27	5.13E-27	1.42E-26	4.20E-26	1.96E-17	0	0	0	1	0
3.42E-15	1.61E-15	7.00E-16	2.77E-16	9.83E-17	3.07E-17	8.22E-18	1.83E-18	3.26E-19	4.40E-20	4.22E-21	2.62E-22	9.24E-24	1.55E-25	2.59E-27	2.42E-27	2.63E-27	2.95E-27	3.43E-27	3.86E-27	5.57E-27	5.12E-27	1.42E-26	4.20E-26	1.96E-17	0	0	0	0	1
